,Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Boat Type - 1st,Boat Type - 2nd,Boat Type - 3rd,Condition,Engine,Price Group,Age Group,PV Group,Age
5525,172500,Trawler,unspecified,Used boat,2006,12.32,4.35,Steel,Netherlands,114,Trawler,,,Used boat,,150K-300K,6-15 years,More than avergae,16
5526,172000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2003,12.99,4.16,GRP,Italy,131,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,More than avergae,19
5527,172000,Hardtop,Elan power boats,"Used boat,Diesel",2006,13.1,3.9,GRP,Germany,289,Hardtop,,,Used boat,Diesel,150K-300K,6-15 years,Good,16
5528,172000,Hardtop,Jeanneau power boats,"Used boat,Unleaded",2019,10.5,3.32,PVC,France,102,Hardtop,,,Used boat,Unleaded,150K-300K,0-5 years,Medium,3
5529,171360,Cabin Boat,Jeanneau power boats,"new boat from stock,Unleaded",0,11.95,3.58,GRP,Germany,44,Cabin Boat,,,new boat from stock,Unleaded,150K-300K,0-5 years,Low,0
5530,191432,Wakeboard/Wakesurf,MasterCraft power boats,"Display Model,Unleaded",2019,6.8,2.5,GRP,Switzerland,605,Wakeboard/Wakesurf,,,Display Model,Unleaded,150K-300K,0-5 years,Good,3
5531,191432,Runabout,Need Yacht power boats,Used boat,2015,9.99,2.97,GRP,Switzerland,409,Runabout,,,Used boat,,150K-300K,6-15 years,Good,7
5532,170000,Trawler,unspecified,"Used boat,Diesel",1985,13.55,4.35,PVC,France,59,Trawler,,,Used boat,Diesel,150K-300K,31-50 years,Low,37
5533,170000,Motor Yacht,B̩n̩teau power boats,"Used boat,Diesel",2007,15.11,4.45,PVC,Spain,65,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Low,15
5534,170000,Motor Yacht,unspecified,"Used boat,Unleaded",2018,11.8,2.75,GRP,Germany,66,Motor Yacht,,,Used boat,Unleaded,150K-300K,0-5 years,Low,4
5535,170000,Motor Yacht,Cayman power boats,"Used boat,Diesel",2008,13.9,4.25,unspecified,Italy,37,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Low,14
5536,170000,Offshore Boat,Performance power boats,"Used boat,Unleaded",2006,10.97,3.0,GRP,Italy,127,Offshore Boat,,,Used boat,Unleaded,150K-300K,6-15 years,More than avergae,16
5537,170000,Wakeboard/Wakesurf,Nautique power boats,"Used boat,Unleaded",2018,7.62,2.59,unspecified,Estonia,155,Wakeboard/Wakesurf,,,Used boat,Unleaded,150K-300K,0-5 years,More than avergae,4
5538,170000,Working Boat,unspecified,Used boat,1909,38.0,5.0,Steel,Netherlands,125,Working Boat,,,Used boat,,150K-300K,101+ years,More than avergae,113
5539,170000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2011,14.99,4.41,GRP,Spain,404,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Good,11
5540,170000,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2014,10.8,3.59,GRP,Germany,220,Motor Yacht,,,Used boat,Unleaded,150K-300K,6-15 years,Good,8
5541,170000,Flybridge,Azimut power boats,"Used boat,Diesel",1998,14.5,4.42,GRP,Italy,131,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,More than avergae,24
5542,170000,Motor Yacht,unspecified,"Used boat,Diesel",2003,15.2,4.5,unspecified,Italy,140,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,More than avergae,19
5543,169900,Flybridge,Azimut power boats,"Used boat,Diesel",2000,12.99,4.16,GRP,Croatia,242,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,Good,22
5544,169900,House Boat,unspecified,new boat from stock,2020,10.5,3.8,Steel,Netherlands,54,House Boat,,,new boat from stock,,150K-300K,0-5 years,Low,2
5545,169900,Trawler,Smelne power boats,Used boat,2001,11.75,3.9,Steel,Netherlands,68,Trawler,,,Used boat,,150K-300K,16-30 years,Low,21
5546,169500,Flybridge,Cranchi power boats,"Used boat,Diesel",2011,11.83,3.83,GRP,Spain,110,Flybridge,,,Used boat,Diesel,150K-300K,6-15 years,Medium,11
5547,169500,Motor Yacht,unspecified,"Used boat,Diesel",2004,13.0,4.1,Steel,Netherlands,68,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,Low,18
5548,169500,Motor Yacht,unspecified,"Used boat,Diesel",1898,24.98,4.8,Steel,Netherlands,25,Motor Yacht,,,Used boat,Diesel,150K-300K,101+ years,Low,124
5549,169500,Cabin Boat,Linex power boats,"Used boat,Diesel",2011,10.1,3.15,GRP,Germany,154,Cabin Boat,,,Used boat,Diesel,150K-300K,6-15 years,More than avergae,11
5550,169000,"Classic,Trawler",Grand Banks power boats,"Used boat,Diesel",1973,14.02,3.5201240846216435,Wood,Croatia,171,Classic,Trawler,,Used boat,Diesel,150K-300K,31-50 years,More than avergae,49
5551,169000,House Boat,unspecified,"Used boat,Diesel",1910,29.5,6.6,Steel,Netherlands,96,House Boat,,,Used boat,Diesel,150K-300K,101+ years,Medium,112
5552,169000,Flybridge,Sealine power boats,"Used boat,Diesel",2002,13.24,4.16,GRP,Netherlands,154,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,More than avergae,20
5553,169000,Flybridge,Mochi Craft power boats,"Used boat,Diesel",1991,16.5,4.73,GRP,Italy,120,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,More than avergae,31
5554,169000,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2007,12.0,4.0,GRP,Slovenia,40,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Low,15
5555,169000,Motor Yacht,Super van Craft power boats,Used boat,1983,16.2,4.35,Steel,Netherlands,67,Motor Yacht,,,Used boat,,150K-300K,31-50 years,Low,39
5556,169000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2004,14.76,4.2,unspecified,Spain,151,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,More than avergae,18
5557,169000,Motor Yacht,B̩n̩teau power boats,Used boat,2006,15.1,4.49,GRP,Italy,69,Motor Yacht,,,Used boat,,150K-300K,6-15 years,Low,16
5558,169000,Flybridge,Azimut power boats,"Used boat,Diesel",2000,14.65,4.4,PVC,Spain,72,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,Medium,22
5559,169000,Motor Yacht,Sealine power boats,"Used boat,Diesel",2005,12.56,4.06,GRP,Spain,111,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,Medium,17
5560,169000,Trawler,Smelne power boats,Used boat,2000,13.0,4.0,Steel,Netherlands,57,Trawler,,,Used boat,,150K-300K,16-30 years,Low,22
5561,169000,Flybridge,Neptunus power boats,"Used boat,Diesel",1999,11.7,3.85,GRP,Germany,87,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,Medium,23
5562,169000,Motor Yacht,Sealine power boats,"Used boat,Diesel",2000,15.67,4.58,GRP,Spain,120,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,More than avergae,22
5563,168000,Motor Yacht,Albemarle power boats,"Used boat,Diesel",2007,12.5,4.8,GRP,Germany,42,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Low,15
5564,168000,Flybridge,Intermare power boats,"Used boat,Diesel",2004,12.0,4.05,GRP,Italy,47,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,Low,18
5565,168000,Motor Yacht,Albemarle power boats,"Used boat,Diesel",2006,12.5,4.8,unspecified,Germany,54,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Low,16
5566,168000,Motor Yacht,Albemarle power boats,"Used boat,Diesel",2006,12.5,4.8,GRP,Germany,56,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Low,16
5567,168000,Motor Yacht,unspecified,"Used boat,Diesel",2006,12.5,4.8,unspecified,Germany,26,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Low,16
5568,174291,Pilothouse,Jeanneau power boats,new boat from stock,2020,8.18,3.02,unspecified,United Kingdom,82,Pilothouse,,,new boat from stock,,150K-300K,0-5 years,Medium,2
5569,167461,Motor Yacht,Bavaria power boats,new boat from stock,2020,10.94,3.31,unspecified,Denmark,148,Motor Yacht,,,new boat from stock,,150K-300K,0-5 years,More than avergae,2
5570,167000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2003,15.33,4.32,unspecified,Italy,62,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,Low,19
5571,167000,Flybridge,Cranchi power boats,"Used boat,Diesel",2008,11.83,3.83,unspecified,Italy,50,Flybridge,,,Used boat,Diesel,150K-300K,6-15 years,Low,14
5572,167000,Flybridge,Princess power boats,"Used boat,Diesel",1997,13.05,4.17,GRP,Germany,265,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,Good,25
5573,186258,Motor Yacht,Sealine power boats,"Used boat,Diesel",2000,11.46,3.78,GRP,Germany,287,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,Good,22
5574,166000,Motor Yacht,Sessa power boats,new boat from stock,2020,11.2,3.3,unspecified,Italy,134,Motor Yacht,,,new boat from stock,,150K-300K,0-5 years,More than avergae,2
5575,166000,Flybridge,Sealine power boats,"Used boat,Diesel",2007,11.74,3.78,GRP,Austria,159,Flybridge,,,Used boat,Diesel,150K-300K,6-15 years,More than avergae,15
5576,165900,Center console boat,De Antonio Yachts power boats,"new boat on order,Unleaded",2020,10.2,3.4,GRP,Switzerland,115,Center console boat,,,new boat on order,Unleaded,150K-300K,0-5 years,More than avergae,2
5577,165800,House Boat,unspecified,new boat from stock,2020,11.98,5.0,Aluminium,Netherlands,75,House Boat,,,new boat from stock,,150K-300K,0-5 years,Medium,2
5578,185223,Sport Boat,XO Boats power boats,"Used boat,Unleaded",2018,8.6,2.6,Aluminium,Switzerland,265,Sport Boat,,,Used boat,Unleaded,150K-300K,0-5 years,Good,4
5579,185223,House Boat,Linssen power boats,"Used boat,Diesel",1998,10.1,3.45,Steel,Switzerland,806,House Boat,,,Used boat,Diesel,150K-300K,16-30 years,Good,24
5580,165490,Deck Boat,Invictus power boats,new boat from stock,2020,8.9,2.84,GRP,France,111,Deck Boat,,,new boat from stock,,150K-300K,0-5 years,Medium,2
5581,165000,Flybridge,Azimut power boats,"Used boat,Diesel",1997,14.6,4.42,GRP,Italy,77,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,Medium,25
5582,165000,Motor Yacht,Linex power boats,"Used boat,Diesel",2018,10.1,3.15,GRP,Italy,115,Motor Yacht,,,Used boat,Diesel,150K-300K,0-5 years,More than avergae,4
5583,165000,Center console boat,Gobbi power boats,"Used boat,Diesel",2007,12.0,4.05,GRP,Spain,159,Center console boat,,,Used boat,Diesel,150K-300K,6-15 years,More than avergae,15
5584,165000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2008,14.19,4.1,GRP,Italy,129,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,More than avergae,14
5585,165000,Flybridge,Rio power boats,Used boat,2016,10.0,3.3,GRP,Italy,74,Flybridge,,,Used boat,,150K-300K,0-5 years,Medium,6
5586,165000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2007,13.36,4.16,PVC,France,117,Flybridge,,,Used boat,Diesel,150K-300K,6-15 years,More than avergae,15
5587,165000,Sport Boat,Formula power boats,"Used boat,Diesel",2009,11.43,3.63,PVC,Spain,56,Sport Boat,,,Used boat,Diesel,150K-300K,6-15 years,Low,13
5588,165000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2011,10.55,3.73,PVC,Greece,55,Hardtop,,,Used boat,Diesel,150K-300K,6-15 years,Low,11
5589,165000,Motor Yacht,Gobbi power boats,"Used boat,Diesel",2006,13.7,4.22,GRP,Spain,156,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,More than avergae,16
5590,165000,Hardtop,Airon Marine power boats,"Used boat,Diesel",2007,13.45,3.74,PVC,France,79,Hardtop,,,Used boat,Diesel,150K-300K,6-15 years,Medium,15
5591,165000,Motor Yacht,unspecified,"Used boat,Diesel",2000,14.5,4.3,unspecified,Italy,95,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,Medium,22
5592,165000,Offshore Boat,Magnum power boats,"Used boat,Diesel",1990,12.24,3.75,GRP,Italy,109,Offshore Boat,,,Used boat,Diesel,150K-300K,31-50 years,Medium,32
5593,165000,Flybridge,Fairline power boats,"Used boat,Diesel",1996,15.8,4.47,unspecified,Italy,89,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,Medium,26
5594,165000,Motor Yacht,Princess power boats,"Used boat,Diesel",2000,17.04,4.27,GRP,Italy,114,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,More than avergae,22
5595,165000,Flybridge,Raffaelli power boats,"Used boat,Diesel",2001,15.83,4.3,GRP,Italy,117,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,More than avergae,21
5596,165000,Flybridge,B̩n̩teau power boats,Used boat,2010,11.37,3.85,GRP,Netherlands,190,Flybridge,,,Used boat,,150K-300K,6-15 years,Good,12
5597,165000,Motor Yacht,Galeon power boats,"Used boat,Diesel",2007,11.0,3.0,GRP,Slovenia,104,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Medium,15
5598,165000,"Cabin Boat,Motor Yacht,Sport Boat",unspecified,"Used boat,Diesel",2007,16.0,4.2,Carbon Fiber,Spain,565,Cabin Boat,Motor Yacht,Sport Boat,Used boat,Diesel,150K-300K,6-15 years,Good,15
5599,165000,Sport Boat,Boesch power boats,"Used boat,Electric",2008,6.2,2.2,Wood,Germany,129,Sport Boat,,,Used boat,Electric,150K-300K,6-15 years,More than avergae,14
5600,164790,Motor Yacht,B̩n̩teau power boats,"new boat on order,Unleaded",2021,11.16,3.49,GRP,Germany,173,Motor Yacht,,,new boat on order,Unleaded,150K-300K,0-5 years,More than avergae,1
5601,164750,Deck Boat,B̩n̩teau power boats,new boat from stock,2020,9.98,3.35,unspecified,Germany,130,Deck Boat,,,new boat from stock,,150K-300K,0-5 years,More than avergae,2
5602,164500,Trawler,unspecified,"Used boat,Diesel",1909,28.15,4.32,Steel,Netherlands,34,Trawler,,,Used boat,Diesel,150K-300K,101+ years,Low,113
5603,164500,Motor Yacht,B̩n̩teau power boats,"Used boat,Diesel",2007,15.11,4.45,PVC,Martinique,100,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Medium,15
5604,170708,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2020,9.22,3.0,PVC,United Kingdom,39,Hardtop,,,new boat from stock,Diesel,150K-300K,0-5 years,Low,2
5605,170651,Motor Yacht,Atlantic Motor Yachts power boats,"Used boat,Diesel",2001,13.11,4.27,unspecified,United Kingdom,83,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,Medium,21
5606,164000,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2007,12.8,4.1,GRP,Germany,333,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Good,15
5607,163955,House Boat,unspecified,Used boat,2019,12.2,4.35,Steel,Netherlands,160,House Boat,,,Used boat,,150K-300K,0-5 years,More than avergae,3
5608,169232,Pilothouse,Jeanneau power boats,new boat from stock,2020,9.14,3.02,unspecified,United Kingdom,78,Pilothouse,,,new boat from stock,,150K-300K,0-5 years,Medium,2
5609,163000,Pilothouse,Minor power boats,"Used boat,Diesel",2011,9.7,3.2,GRP,Germany,248,Pilothouse,,,Used boat,Diesel,150K-300K,6-15 years,Good,11
5610,163000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2000,13.78,3.8,GRP,Germany,229,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,Good,22
5611,162990,Motor Yacht,B̩n̩teau power boats,"new boat from stock,Unleaded",2020,11.16,3.49,unspecified,Austria,136,Motor Yacht,,,new boat from stock,Unleaded,150K-300K,0-5 years,More than avergae,2
5612,162000,Motor Yacht,Jeanneau power boats,Used boat,2017,10.57,3.21,PVC,France,96,Motor Yacht,,,Used boat,,150K-300K,0-5 years,Medium,5
5613,181084,Sport Boat,Marino power boats,"Used boat,Diesel",2013,8.2,2.9,GRP,Switzerland,128,Sport Boat,,,Used boat,Diesel,150K-300K,6-15 years,More than avergae,9
5614,161751,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2020,8.0,2.54,unspecified,France,69,Sport Boat,,,new boat from stock,Unleaded,150K-300K,0-5 years,Low,2
5615,161292,Flybridge,Marine Offshore power boats,Used boat,1999,14.5,4.65,GRP,Denmark,70,Flybridge,,,Used boat,,150K-300K,16-30 years,Low,23
5616,161000,Sport Boat,Cormate power boats,"new boat from stock,Unleaded",2018,8.46,2.55,GRP,Switzerland,190,Sport Boat,,,new boat from stock,Unleaded,150K-300K,0-5 years,Good,4
5617,160660,Sport Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,9.23,3.0,PVC,France,120,Sport Boat,,,new boat from stock,Unleaded,150K-300K,0-5 years,More than avergae,2
5618,160575,Sport Boat,Jeanneau power boats,"new boat from stock,Diesel",2020,9.23,3.0,PVC,France,89,Sport Boat,,,new boat from stock,Diesel,150K-300K,0-5 years,Medium,2
5619,160180,Cabin Boat,Invictus power boats,"new boat from stock,Unleaded",2019,8.9,2.84,unspecified,Germany,162,Cabin Boat,,,new boat from stock,Unleaded,150K-300K,0-5 years,More than avergae,3
5620,160000,Hardtop,Cabo power boats,"Used boat,Diesel",2002,11.47,3.96,GRP,Italy,34,Hardtop,,,Used boat,Diesel,150K-300K,16-30 years,Low,20
5621,160000,Hardtop,Primatist power boats,"Used boat,Diesel",2008,12.4,4.06,unspecified,Italy,91,Hardtop,,,Used boat,Diesel,150K-300K,6-15 years,Medium,14
5622,160000,Motor Yacht,Azimut power boats,"Used boat,Diesel",1999,14.91,4.4,unspecified,Italy,188,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,Good,23
5623,160000,"Fishing Boat,Launch,Motor Yacht",Riviera power boats,"Used boat,Diesel",2007,11.73,3.84,GRP,Italy,327,Fishing Boat,Launch,Motor Yacht,Used boat,Diesel,150K-300K,6-15 years,Good,15
5624,160000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2001,14.6,4.42,GRP,Italy,86,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,Medium,21
5625,160000,Hardtop,Cantieri di Sarnico power boats,"Used boat,Diesel",2000,14.54,4.3,GRP,Italy,110,Hardtop,,,Used boat,Diesel,150K-300K,16-30 years,Medium,22
5626,160000,House Boat,unspecified,Used boat,2015,13.0,4.0,unspecified,Germany,285,House Boat,,,Used boat,,150K-300K,6-15 years,Good,7
5627,160000,Motor Yacht,Bavaria power boats,"Display Model,Unleaded",2020,8.95,2.99,GRP,Germany,278,Motor Yacht,,,Display Model,Unleaded,150K-300K,0-5 years,Good,2
5628,160000,Center console boat,Cranchi power boats,"Used boat,Diesel",2008,11.95,4.13,GRP,Italy,206,Center console boat,,,Used boat,Diesel,150K-300K,6-15 years,Good,14
5629,160000,Motor Yacht,Sessa power boats,"Used boat,Diesel",2011,9.93,3.45,unspecified,Italy,98,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Medium,11
5630,159990,Cabin Boat,unspecified,"Used boat,Diesel",2000,13.4,4.0,Aluminium,Germany,91,Cabin Boat,,,Used boat,Diesel,150K-300K,16-30 years,Medium,22
5631,159950,Trawler,Brandsma power boats,Used boat,2011,10.3,3.7,unspecified,Netherlands,87,Trawler,,,Used boat,,150K-300K,6-15 years,Medium,11
5632,159900,Hardtop,Conam power boats,"Used boat,Diesel",2006,14.02,4.4,GRP,Italy,126,Hardtop,,,Used boat,Diesel,150K-300K,6-15 years,More than avergae,16
5633,159900,Hardtop,B̩n̩teau power boats,"Used boat,Diesel",2013,12.32,3.77,PVC,France,111,Hardtop,,,Used boat,Diesel,150K-300K,6-15 years,Medium,9
5634,159900,Cabin Boat,Jeanneau power boats,"new boat on order,Unleaded",2020,8.9,2.99,GRP,Germany,88,Cabin Boat,,,new boat on order,Unleaded,150K-300K,0-5 years,Medium,2
5635,159900,Cabin Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.45,3.37,GRP,Germany,169,Cabin Boat,,,new boat from stock,Unleaded,150K-300K,0-5 years,More than avergae,2
5636,159900,Motor Yacht,Neptunus Yachts power boats,"Used boat,Diesel",1996,12.9,4.2,GRP,Germany,207,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,Good,26
5637,159500,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2009,10.82,3.5,GRP,Germany,116,Motor Yacht,,,Used boat,Unleaded,150K-300K,6-15 years,More than avergae,13
5638,159500,Trawler,unspecified,"Used boat,Diesel",2000,11.5,3.95,Steel,Netherlands,93,Trawler,,,Used boat,Diesel,150K-300K,16-30 years,Medium,22
5639,159500,Trawler,unspecified,Used boat,1955,38.86,5.05,Steel,Netherlands,84,Trawler,,,Used boat,,150K-300K,51-100 years,Medium,67
5640,159500,Working Boat,Stormer power boats,Used boat,2014,9.5,2.99,Aluminium,Netherlands,107,Working Boat,,,Used boat,,150K-300K,6-15 years,Medium,8
5641,159500,Sport Boat,Bavaria power boats,"Used boat,Diesel",2010,12.92,4.28,GRP,Spain,162,Sport Boat,,,Used boat,Diesel,150K-300K,6-15 years,More than avergae,12
5642,159500,Motor Yacht,Neptunus power boats,"Used boat,Diesel",2003,13.3,3.95,GRP,Germany,293,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,Good,19
5643,159359,Sport Boat,Bavaria power boats,"new boat from stock,Unleaded",2020,9.31,2.99,GRP,Switzerland,1710,Sport Boat,,,new boat from stock,Unleaded,150K-300K,0-5 years,Best,2
5644,159061,Pilothouse,B̩n̩teau power boats,"new boat from stock,Unleaded",2020,9.9,3.4,PVC,Portugal,86,Pilothouse,,,new boat from stock,Unleaded,150K-300K,0-5 years,Medium,2
5645,165072,Motor Yacht,B̩n̩teau power boats,"Used boat,Diesel",2009,15.11,4.45,PVC,Turkey,45,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Low,13
5646,159000,Motor Yacht,Bavaria power boats,Used boat,2011,11.8,3.99,GRP,Spain,194,Motor Yacht,,,Used boat,,150K-300K,6-15 years,Good,11
5647,159000,Hardtop,B̩n̩teau power boats,"Used boat,Diesel",2016,10.62,3.38,PVC,France,59,Hardtop,,,Used boat,Diesel,150K-300K,0-5 years,Low,6
5648,159000,Sport Boat,Boesch power boats,"Used boat,Unleaded",1993,9.3,3.0,Wood,Italy,211,Sport Boat,,,Used boat,Unleaded,150K-300K,16-30 years,Good,29
5649,159000,Runabout,Boesch power boats,"Used boat,Unleaded",2005,7.1,2.4,Wood,Austria,112,Runabout,,,Used boat,Unleaded,150K-300K,16-30 years,More than avergae,17
5650,159000,Trawler,Doggersbank power boats,Used boat,1997,15.0,4.5,Steel,Netherlands,59,Trawler,,,Used boat,,150K-300K,16-30 years,Low,25
5651,159000,Mega Yacht,unspecified,"Used boat,Diesel",1955,38.0,5.07,Steel,Netherlands,92,Mega Yacht,,,Used boat,Diesel,150K-300K,51-100 years,Medium,67
5652,159000,Pilothouse,Nimbus power boats,Used boat,2008,11.5,3.6,GRP,Croatia,106,Pilothouse,,,Used boat,,150K-300K,6-15 years,Medium,14
5653,159000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2002,15.0,4.33,unspecified,Spain,96,Motor Yacht,,,Used boat,Diesel,150K-300K,16-30 years,Medium,20
5654,159000,Motor Yacht,Hatteras power boats,Used boat,1988,13.84,4.42,GRP,Italy,23,Motor Yacht,,,Used boat,,150K-300K,31-50 years,Low,34
5655,159000,Flybridge,Sealine power boats,"Used boat,Diesel",2004,11.74,3.31,GRP,Germany,141,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,More than avergae,18
5656,158988,Sport Boat,Invictus power boats,"new boat from stock,Diesel",2019,8.9,2.84,PVC,France,133,Sport Boat,,,new boat from stock,Diesel,150K-300K,0-5 years,More than avergae,3
5657,158900,Flybridge,Sanlorenzo power boats,"Used boat,Diesel",1987,17.0,5.0,GRP,Croatia,45,Flybridge,,,Used boat,Diesel,150K-300K,31-50 years,Low,35
5658,175910,Motor Yacht,Trojan power boats,"Used boat,Diesel",1977,17.5,4.66,unspecified,Switzerland,331,Motor Yacht,,,Used boat,Diesel,150K-300K,31-50 years,Good,45
5659,158350,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2020,8.1,2.56,GRP,Germany,254,Sport Boat,,,new boat from stock,Unleaded,150K-300K,0-5 years,Good,2
5660,158000,Flybridge,Dellapasqua power boats,"Used boat,Diesel",1998,15.98,4.4,GRP,Italy,39,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,Low,24
5661,158000,House Boat,unspecified,"new boat from stock,Unleaded",0,12.5,4.5,unspecified,Germany,103,House Boat,,,new boat from stock,Unleaded,150K-300K,0-5 years,Medium,0
5662,158000,Flybridge,Cantieri Estensi power boats,"Used boat,Diesel",2005,13.6,4.2,unspecified,Italy,60,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,Low,17
5663,158000,Motor Yacht,Neptunus power boats,"Used boat,Diesel",1990,18.6,5.09,unspecified,Croatia,64,Motor Yacht,,,Used boat,Diesel,150K-300K,31-50 years,Low,32
5664,158000,Cabin Boat,unspecified,"Used boat,Unleaded",1962,8.0,2.6,unspecified,Netherlands,32,Cabin Boat,,,Used boat,Unleaded,150K-300K,51-100 years,Low,60
5665,157990,Flybridge,Neptunus power boats,"Used boat,Diesel",1997,12.9,4.3,GRP,Germany,73,Flybridge,,,Used boat,Diesel,150K-300K,16-30 years,Medium,25
5666,157692,Sport Boat,Frauscher power boats,"new boat from stock,Unleaded",2020,7.47,2.5,GRP,Switzerland,358,Sport Boat,,,new boat from stock,Unleaded,150K-300K,0-5 years,Good,2
5667,157500,Cabin Boat,NUVA Yachts power boats,"Display Model,Unleaded",2020,9.2,2.99,GRP,Germany,106,Cabin Boat,,,Display Model,Unleaded,150K-300K,0-5 years,Medium,2
5668,163233,Sport Boat,Jeanneau power boats,new boat from stock,2020,9.98,3.23,PVC,United Kingdom,30,Sport Boat,,,new boat from stock,,150K-300K,0-5 years,Low,2
5669,157000,Motor Yacht,Rapsody power boats,Used boat,2007,9.68,2.88,GRP,Netherlands,147,Motor Yacht,,,Used boat,,150K-300K,6-15 years,More than avergae,15
5670,157000,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2008,13.5,4.05,unspecified,Italy,39,Motor Yacht,,,Used boat,Diesel,150K-300K,6-15 years,Low,14
5671,156000,House Boat,unspecified,new boat from stock,2020,11.0,4.4,GRP,Poland,225,House Boat,,,new boat from stock,,150K-300K,0-5 years,Good,2
5672,156000,Flybridge,Sealine power boats,"Used boat,Diesel",2006,12.0,4.0,GRP,Italy,469,Flybridge,,,Used boat,Diesel,150K-300K,6-15 years,Good,16
5673,155652,Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",0,9.23,3.0,GRP,Germany,66,Motor Yacht,,,new boat from stock,Diesel,150K-300K,0-5 years,Low,0
5674,174090,Sport Boat,Windy power boats,"new boat from stock,Unleaded",2019,7.88,2.46,GRP,Switzerland,301,Sport Boat,,,new boat from stock,Unleaded,150K-300K,0-5 years,Good,3
5675,174090,Sport Boat,Windy power boats,"new boat from stock,Unleaded",2019,7.88,2.46,GRP,Switzerland,148,Sport Boat,,,new boat from stock,Unleaded,150K-300K,0-5 years,More than avergae,3
5676,173841,Sport Boat,Windy power boats,"new boat from stock,Unleaded",2019,7.88,2.46,GRP,Switzerland,246,Sport Boat,,,new boat from stock,Unleaded,150K-300K,0-5 years,Good,3
